Actual_Lead_Time,Predicted_Lead_Time,Actual_Disruption,Predicted_Disruption
17.48,2.7399204,0.0,1.0
1.21,15.812902,1.0,1.0
19.65,27.831396,1.0,1.0
9.28,10.079354,1.0,0.0
7.32,7.0713844,0.0,1.0
49.03,4.6532164,1.0,1.0
83.64,1.0359207,1.0,0.0
15.79,1.0363549,1.0,0.0
20.61,4.1838584,0.0,1.0
11.76,1.1907936,1.0,0.0
32.98,7.86692,1.0,1.0
9.04,1.1050851,1.0,0.0
13.72,1.0363549,1.0,0.0
26.14,15.08424,0.0,1.0
11.43,10.006164,0.0,1.0
8.34,17.166237,0.0,1.0
16.94,3.9176404,1.0,0.0
0.5,7.8907485,1.0,0.0
15.26,5.375268,1.0,0.0
24.34,7.255483,1.0,0.0
26.63,1.0363549,0.0,0.0
1.27,1.0363549,1.0,1.0
6.21,28.90888,1.0,1.0
13.49,1.507565,1.0,0.0
6.82,1.0768019,0.0,0.0
32.69,14.513418,1.0,0.0
5.15,19.909092,0.0,1.0
28.71,44.616375,0.0,1.0
12.78,71.07278,0.0,1.0
0.5,7.1121864,0.0,1.0
2.55,1.0483761,1.0,0.0
33.26,8.287908,1.0,1.0
7.27,27.00155,1.0,1.0
0.69,1.0363549,1.0,0.0
2.86,1.0363549,1.0,1.0
12.58,10.345712,0.0,0.0
41.68,8.103568,0.0,0.0
33.37,6.493691,1.0,1.0
5.44,2.520531,1.0,0.0
0.68,1.0363549,0.0,0.0
0.5,11.850034,0.0,1.0
0.92,10.928227,1.0,0.0
5.98,6.007707,1.0,0.0
70.79,1.1313845,0.0,1.0
2.16,16.209078,1.0,0.0
0.5,29.358461,1.0,0.0
2.73,34.7208,0.0,1.0
0.81,9.440245,1.0,0.0
17.65,2.7009046,0.0,1.0
10.04,1.486212,0.0,1.0
0.5,1.0363549,1.0,0.0
72.31,5.6976724,1.0,0.0
0.64,21.46026,0.0,0.0
41.04,1.0363549,1.0,0.0
8.19,1.461991,1.0,0.0
0.5,12.700917,1.0,0.0
2.55,68.262054,1.0,1.0
7.61,18.29754,0.0,0.0
18.29,11.123538,1.0,0.0
1.63,12.455619,0.0,0.0
1.16,2.4109814,0.0,1.0
14.75,34.646286,1.0,1.0
6.13,4.862239,0.0,0.0
43.17,1.0363549,1.0,0.0
14.17,2.9084713,1.0,0.0
37.43,6.5552297,0.0,0.0
6.31,19.219122,1.0,0.0
21.95,5.9732933,1.0,0.0
1.47,3.2417486,1.0,0.0
11.21,11.531583,0.0,0.0
0.84,7.5311365,1.0,0.0
0.5,8.325508,1.0,0.0
28.18,1.1556864,0.0,1.0
0.53,75.15732,1.0,1.0
0.5,2.1221042,1.0,1.0
16.75,31.872587,1.0,1.0
0.5,25.564306,1.0,1.0
1.32,34.763634,0.0,1.0
1.98,7.4429665,0.0,0.0
8.4,3.6178558,1.0,1.0
2.39,21.286615,0.0,0.0
0.65,8.311332,1.0,0.0
0.5,40.052887,1.0,0.0
1.59,1.2164294,1.0,1.0
185.62,9.347346,1.0,0.0
6.06,22.65676,1.0,1.0
6.35,39.12683,1.0,1.0
6.17,6.8529587,0.0,0.0
10.09,10.194743,1.0,0.0
4.75,34.18972,1.0,1.0
123.86,2.950838,1.0,1.0
10.74,1.4192165,0.0,1.0
0.74,33.698666,1.0,1.0
5.5,3.802942,0.0,0.0
3.79,6.2710423,1.0,1.0
0.9,191.66895,0.0,1.0
11.23,16.520494,0.0,0.0
16.51,8.451575,1.0,0.0
0.5,29.065958,0.0,1.0
0.5,10.635357,0.0,1.0
2.16,19.156507,0.0,0.0
1.34,1.0363549,0.0,0.0
3.17,15.708748,0.0,0.0
3.62,18.544893,1.0,1.0
1.14,2.3468068,0.0,1.0
1.59,6.658963,0.0,0.0
16.07,6.4941015,1.0,0.0
6.15,1.5427358,0.0,1.0
0.5,17.114084,0.0,0.0
0.5,7.349861,1.0,1.0
23.98,19.388128,1.0,1.0
4.49,1.0363549,1.0,1.0
10.85,18.139854,1.0,0.0
4.7,9.058318,0.0,1.0
19.88,1.0363549,1.0,1.0
8.42,1.1295714,0.0,1.0
7.71,7.3948126,0.0,0.0
86.42,10.6799345,1.0,0.0
29.12,14.25878,1.0,0.0
1.64,1.0363549,1.0,0.0
31.25,5.719799,0.0,1.0
15.15,1.0363549,0.0,1.0
10.54,3.05103,0.0,1.0
15.03,10.551277,1.0,0.0
2.8,1.4703885,1.0,1.0
2.19,18.21627,1.0,0.0
51.57,29.253632,1.0,1.0
25.23,194.58212,1.0,1.0
0.74,6.2129498,0.0,0.0
5.15,42.944298,1.0,1.0
2.08,3.3742244,1.0,0.0
0.5,1.7711276,0.0,0.0
12.6,72.597305,1.0,1.0
34.48,11.932173,0.0,0.0
1.59,16.7988,0.0,1.0
49.79,48.844704,1.0,1.0
1.92,8.414414,1.0,0.0
11.98,7.8802986,0.0,0.0
2.41,14.709908,0.0,0.0
0.5,5.3755765,0.0,0.0
2.79,21.772978,0.0,0.0
0.91,70.507774,1.0,1.0
14.22,1.0363549,0.0,0.0
24.18,1.0363549,1.0,0.0
3.45,92.889595,0.0,1.0
5.5,1.0363549,1.0,0.0
0.7,6.268833,1.0,0.0
86.9,6.760193,1.0,0.0
0.5,1.0363549,1.0,0.0
9.28,3.0009737,0.0,0.0
0.67,1.0363549,1.0,1.0
18.51,41.681423,0.0,1.0
0.81,7.6695967,0.0,1.0
28.78,5.1898336,0.0,0.0
6.46,5.1598244,0.0,0.0
1.58,25.143118,1.0,1.0
4.64,1.1291163,1.0,0.0
16.27,13.4641485,1.0,0.0
4.57,2.7343154,1.0,0.0
12.8,17.37403,0.0,1.0
12.0,7.1264853,1.0,0.0
21.63,3.749759,0.0,0.0
4.39,8.334408,1.0,1.0
6.44,11.496911,0.0,0.0
29.59,1.0363549,1.0,0.0
28.63,27.866842,0.0,1.0
18.93,2.5247285,0.0,1.0
13.52,3.366338,0.0,0.0
4.91,1.0363549,1.0,0.0
8.59,1.876784,1.0,0.0
15.49,123.628395,1.0,1.0
0.64,1.0363549,0.0,1.0
2.42,7.894441,1.0,0.0
22.35,25.278112,1.0,0.0
1.48,29.837395,0.0,1.0
1.49,7.8307667,1.0,0.0
18.08,14.845292,1.0,1.0
9.21,5.778191,1.0,0.0
6.94,1.0363549,0.0,0.0
6.86,1.2014474,0.0,1.0
9.6,34.448975,0.0,1.0
10.66,1.0791711,1.0,1.0
1.09,2.2410529,1.0,0.0
0.57,136.51906,1.0,1.0
28.81,29.667814,0.0,1.0
18.52,13.237582,1.0,0.0
11.31,32.74475,1.0,1.0
8.57,84.617226,0.0,1.0
5.57,1.0363549,0.0,1.0
2.53,1.0363549,1.0,0.0
11.4,1.8100123,0.0,0.0
13.82,1.0363549,0.0,0.0
14.11,1.4447,0.0,1.0
7.57,1.0363549,1.0,0.0
14.93,32.95626,1.0,1.0
0.5,7.6504893,0.0,0.0
1.39,22.90534,1.0,1.0
3.98,5.981985,1.0,0.0
32.71,3.1938996,1.0,0.0
20.95,1.0363549,1.0,1.0
