Actual_Lead_Time,Predicted_Lead_Time,Actual_Disruption,Predicted_Disruption
17.48,3.6611013,0.0,1.0
1.21,15.80681,1.0,1.0
19.65,27.645052,1.0,1.0
9.28,10.602183,1.0,1.0
7.32,8.757555,0.0,1.0
49.03,6.221124,1.0,1.0
83.64,1.259489,1.0,0.0
15.79,1.0817922,1.0,0.0
20.61,4.1561284,0.0,0.0
11.76,0.9932834,1.0,1.0
32.98,6.3898225,1.0,1.0
9.04,1.6622974,1.0,0.0
13.72,1.110217,1.0,0.0
26.14,15.13147,0.0,1.0
11.43,9.140116,0.0,1.0
8.34,18.814743,0.0,1.0
16.94,5.2637644,1.0,1.0
0.5,7.41298,1.0,0.0
15.26,5.6895204,1.0,1.0
24.34,7.6969132,1.0,1.0
26.63,0.75291693,0.0,0.0
1.27,1.0991411,1.0,0.0
6.21,34.0418,1.0,1.0
13.49,1.3654166,1.0,0.0
6.82,1.6068935,0.0,0.0
32.69,13.64748,1.0,0.0
5.15,21.349018,0.0,1.0
28.71,44.411015,0.0,1.0
12.78,74.34029,0.0,1.0
0.5,7.03799,0.0,1.0
2.55,1.1258261,1.0,0.0
33.26,9.236946,1.0,1.0
7.27,29.151821,1.0,1.0
0.69,0.5628105,1.0,0.0
2.86,1.8794434,1.0,1.0
12.58,11.967051,0.0,0.0
41.68,9.4412565,0.0,1.0
33.37,8.661938,1.0,1.0
5.44,3.4787717,1.0,0.0
0.68,1.131252,0.0,1.0
0.5,11.932441,0.0,1.0
0.92,10.94137,1.0,0.0
5.98,5.8704634,1.0,0.0
70.79,1.1153816,0.0,1.0
2.16,16.682032,1.0,0.0
0.5,28.41276,1.0,1.0
2.73,37.102295,0.0,1.0
0.81,11.193758,1.0,0.0
17.65,2.685494,0.0,1.0
10.04,1.5852653,0.0,1.0
0.5,0.5286113,1.0,0.0
72.31,6.1209145,1.0,1.0
0.64,23.498758,0.0,0.0
41.04,1.0629419,1.0,1.0
8.19,2.5417109,1.0,0.0
0.5,14.0370865,1.0,0.0
2.55,73.72769,1.0,1.0
7.61,18.099453,0.0,0.0
18.29,11.685066,1.0,1.0
1.63,13.281103,0.0,0.0
1.16,2.5992537,0.0,1.0
14.75,36.330708,1.0,1.0
6.13,6.016723,0.0,0.0
43.17,0.5328002,1.0,0.0
14.17,2.7602153,1.0,0.0
37.43,5.8761044,0.0,0.0
6.31,18.687475,1.0,0.0
21.95,6.0655084,1.0,1.0
1.47,3.9113097,1.0,0.0
11.21,12.238371,0.0,1.0
0.84,7.3571625,1.0,0.0
0.5,10.115004,1.0,1.0
28.18,1.3767081,0.0,0.0
0.53,86.01119,1.0,1.0
0.5,3.6527133,1.0,1.0
16.75,29.18375,1.0,1.0
0.5,30.153818,1.0,1.0
1.32,37.594078,0.0,0.0
1.98,7.5693436,0.0,1.0
8.4,4.9623203,1.0,1.0
2.39,21.765282,0.0,0.0
0.65,9.38634,1.0,0.0
0.5,41.153175,1.0,0.0
1.59,1.4300934,1.0,1.0
185.62,10.573331,1.0,0.0
6.06,24.134037,1.0,1.0
6.35,37.080765,1.0,1.0
6.17,7.1691866,0.0,1.0
10.09,8.432701,1.0,0.0
4.75,32.381287,1.0,1.0
123.86,3.2278075,1.0,1.0
10.74,1.4984874,0.0,1.0
0.74,30.46015,1.0,1.0
5.5,3.1412988,0.0,0.0
3.79,5.4045105,1.0,1.0
0.9,198.32994,0.0,1.0
11.23,18.034153,0.0,0.0
16.51,7.8892646,1.0,0.0
0.5,32.117435,0.0,1.0
0.5,11.940277,0.0,0.0
2.16,20.185686,0.0,0.0
1.34,1.1556776,0.0,1.0
3.17,15.509323,0.0,0.0
3.62,19.78978,1.0,1.0
1.14,2.064427,0.0,1.0
1.59,7.3560796,0.0,1.0
16.07,6.3132157,1.0,0.0
6.15,1.477266,0.0,1.0
0.5,19.375286,0.0,1.0
0.5,7.139132,1.0,1.0
23.98,22.472157,1.0,1.0
4.49,1.7397401,1.0,1.0
10.85,21.076696,1.0,1.0
4.7,10.257524,0.0,1.0
19.88,1.6747301,1.0,1.0
8.42,1.5956513,0.0,1.0
7.71,7.508845,0.0,0.0
86.42,12.552715,1.0,0.0
29.12,15.72248,1.0,0.0
1.64,1.2786944,1.0,1.0
31.25,5.6199,0.0,1.0
15.15,1.2829667,0.0,1.0
10.54,3.9781413,0.0,1.0
15.03,9.373614,1.0,0.0
2.8,1.8618038,1.0,1.0
2.19,19.111431,1.0,0.0
51.57,28.465033,1.0,0.0
25.23,200.79413,1.0,1.0
0.74,6.680752,0.0,0.0
5.15,43.419483,1.0,1.0
2.08,3.306469,1.0,1.0
0.5,3.725533,0.0,1.0
12.6,75.60416,1.0,1.0
34.48,11.971028,0.0,0.0
1.59,17.819391,0.0,1.0
49.79,55.30442,1.0,1.0
1.92,10.606915,1.0,0.0
11.98,8.145867,0.0,1.0
2.41,17.506414,0.0,0.0
0.5,4.9354625,0.0,1.0
2.79,23.28523,0.0,1.0
0.91,73.10834,1.0,1.0
14.22,0.94654703,0.0,0.0
24.18,2.3898296,1.0,0.0
3.45,104.05554,0.0,1.0
5.5,1.0510662,1.0,0.0
0.7,6.973633,1.0,0.0
86.9,8.177358,1.0,0.0
0.5,1.006997,1.0,0.0
9.28,3.7458677,0.0,0.0
0.67,1.3384701,1.0,1.0
18.51,46.60372,0.0,1.0
0.81,7.1164055,0.0,1.0
28.78,4.605733,0.0,1.0
6.46,4.847485,0.0,0.0
1.58,25.668747,1.0,1.0
4.64,1.5011086,1.0,0.0
16.27,13.7165985,1.0,1.0
4.57,2.9692073,1.0,0.0
12.8,18.83625,0.0,1.0
12.0,6.8600984,1.0,0.0
21.63,3.209796,0.0,1.0
4.39,9.911745,1.0,1.0
6.44,10.473439,0.0,1.0
29.59,1.0628815,1.0,0.0
28.63,29.021637,0.0,1.0
18.93,2.409852,0.0,1.0
13.52,4.5616183,0.0,0.0
4.91,0.5500772,1.0,0.0
8.59,3.114159,1.0,0.0
15.49,135.30923,1.0,1.0
0.64,1.6655024,0.0,1.0
2.42,7.8615813,1.0,0.0
22.35,28.88597,1.0,1.0
1.48,30.497122,0.0,1.0
1.49,9.461896,1.0,1.0
18.08,13.694579,1.0,1.0
9.21,5.727468,1.0,1.0
6.94,0.7808672,0.0,0.0
6.86,1.2838428,0.0,1.0
9.6,35.14141,0.0,1.0
10.66,0.94948304,1.0,1.0
1.09,3.259965,1.0,1.0
0.57,142.83383,1.0,1.0
28.81,32.577484,0.0,1.0
18.52,14.196041,1.0,0.0
11.31,31.609291,1.0,1.0
8.57,93.79707,0.0,1.0
5.57,0.9318428,0.0,1.0
2.53,1.2423264,1.0,0.0
11.4,4.2820253,0.0,0.0
13.82,1.103349,0.0,0.0
14.11,1.3184241,0.0,1.0
7.57,0.98593235,1.0,0.0
14.93,39.544975,1.0,1.0
0.5,8.674894,0.0,0.0
1.39,24.644817,1.0,1.0
3.98,7.6811633,1.0,0.0
32.71,4.0036054,1.0,0.0
20.95,1.0930467,1.0,0.0
